CartonIDS,CartonNum,Gap,Length,Barcode,Timestamp,Recirc
CartonID,291,4.6935,15.1235,SD0009GOOD_001_v,2022-05-13T21:44:29.702Z,41
CartonID,292,41.72,18.774,SD0006GOOD_001_v,2022-05-13T21:44:29.860Z,41
CartonID,293,9.387,15.1235,SD0001GOOD_001_v,2022-05-13T21:44:30.322Z,41
CartonID,294,5.215,18.774,SD0001GOOD_001_v,2022-05-13T21:44:30.509Z,41
CartonID,295,5.7365,16.1665,SD0008GOOD_001_v,2022-05-13T21:44:30.703Z,41
CartonID,296,4.6935,15.1235,SD0006GOOD_001_v,2022-05-13T21:44:30.878Z,41
CartonID,297,5.215,17.2095,SD0005GOOD_001_v,2022-05-13T21:44:31.028Z,41
CartonID,298,18.774,16.1665,SD0008GOOD_001_v,2022-05-13T21:44:31.206Z,41
CartonID,299,20.86,18.774,SD0009GOOD_001_v,2022-05-13T21:44:31.474Z,41
CartonID,300,6.7795,14.602,SD0002GOOD_001_v,2022-05-13T21:44:31.782Z,41
CartonID,301,12.516,19.817,SD0010GOOD_001_v,2022-05-13T21:44:31.956Z,41
CartonID,302,17.2095,19.2955,SD0008GOOD_001_v,2022-05-13T21:44:32.207Z,41
CartonID,303,5.7365,16.1665,SD0001GOOD_001_v,2022-05-13T21:44:32.487Z,41
CartonID,304,5.215,16.1665,SD0010GOOD_001_v,2022-05-13T21:44:32.662Z,41
CartonID,305,6.258,19.817,SD0006GOOD_001_v,2022-05-13T21:44:32.828Z,41
CartonID,306,6.7795,14.602,SD0006GOOD_001_v,2022-05-13T21:44:33.030Z,41
CartonID,307,7.301,18.774,SD0004GOOD_001_v,2022-05-13T21:44:33.197Z,41
CartonID,308,5.215,15.1235,SD0001GOOD_001_v,2022-05-13T21:44:33.403Z,41
CartonID,309,8.344,18.2525,SD0002GOOD_001_v,2022-05-13T21:44:33.566Z,41
CartonID,310,21.903,15.645,SD0006GOOD_001_v,2022-05-13T21:44:33.780Z,41
CartonID,311,0,0,0000000000,2022-05-13T21:44:33.959Z,41
CartonID,312,0,0,0000000000,2022-05-13T21:44:34.028Z,0
CartonID,313,10.9515,18.2525,SD0002GOOD_001_v,2022-05-13T21:44:34.072Z,41
CartonID,314,5.215,19.817,SD0002GOOD_001_v,2022-05-13T21:44:34.303Z,41
CartonID,315,65.1875,19.817,SD0003GOOD_001_v,2022-05-13T21:44:34.498Z,41
CartonID,316,21.903,19.2955,SD0009GOOD_001_v,2022-05-13T21:44:35.183Z,41
CartonID,317,16.1665,18.774,SD0005GOOD_001_v,2022-05-13T21:44:35.503Z,41
CartonID,318,10.43,15.645,SD0006GOOD_001_v,2022-05-13T21:44:35.779Z,41
CartonID,319,1.5645,0,SD0010GOOD_001_v,2022-05-13T21:44:35.986Z,41
CartonID,320,4.172,22.946,SD0001GOOD_001_v,2022-05-13T21:44:36.156Z,41
CartonID,321,8.344,22.946,SD0010GOOD_001_v,2022-05-13T21:44:36.363Z,41
CartonID,322,4.172,19.2955,SD0006GOOD_001_v,2022-05-13T21:44:36.602Z,41
CartonID,323,9.387,18.774,SD0009GOOD_001_v,2022-05-13T21:44:36.780Z,41
CartonID,324,6.7795,19.2955,SD0005GOOD_001_v,2022-05-13T21:44:36.999Z,41
CartonID,325,6.258,18.774,SD0009GOOD_001_v,2022-05-13T21:44:37.206Z,41
CartonID,326,22.4245,15.1235,SD0003GOOD_001_v,2022-05-13T21:44:37.405Z,41
CartonID,327,31.8115,18.774,SD0002GOOD_001_v,2022-05-13T21:44:37.693Z,41
CartonID,328,44.849,19.2955,SD0010GOOD_001_v,2022-05-13T21:44:38.082Z,41
CartonID,329,15.1235,17.731,SD0003GOOD_001_v,2022-05-13T21:44:38.568Z,41
CartonID,330,28.6825,18.774,SD0009GOOD_001_v,2022-05-13T21:44:38.824Z,41
CartonID,331,5.215,19.2955,SD0010GOOD_001_v,2022-05-13T21:44:39.189Z,41
CartonID,332,7.301,19.817,SD0010GOOD_001_v,2022-05-13T21:44:39.383Z,41
CartonID,333,12.516,18.774,SD0004GOOD_001_v,2022-05-13T21:44:39.590Z,41
CartonID,334,4.6935,15.645,SD0007GOOD_001_v,2022-05-13T21:44:39.837Z,41
CartonID,335,13.559,17.731,??????????,2022-05-13T21:44:39.991Z,41
CartonID,336,5.215,15.645,SD0006GOOD_001_v,2022-05-13T21:44:40.247Z,41
CartonID,337,11.473,15.645,SD0003GOOD_001_v,2022-05-13T21:44:40.413Z,41
CartonID,338,5.7365,14.602,SD0001GOOD_001_v,2022-05-13T21:44:40.624Z,41
CartonID,339,7.8225,16.1665,SD0010GOOD_001_v,2022-05-13T21:44:40.786Z,41
CartonID,340,15.1235,15.1235,SD0008GOOD_001_v,2022-05-13T21:44:40.976Z,41
CartonID,341,23.4675,17.731,SD0004GOOD_001_v,2022-05-13T21:44:41.216Z,41
CartonID,342,20.3385,18.774,SD0003GOOD_001_v,2022-05-13T21:44:41.532Z,41
CartonID,343,17.731,18.774,SD0003GOOD_001_v,2022-05-13T21:44:41.836Z,41
CartonID,344,9.387,19.2955,SD0006GOOD_001_v,2022-05-13T21:44:42.120Z,41
CartonID,345,15.1235,18.774,SD0010GOOD_001_v,2022-05-13T21:44:42.351Z,41
CartonID,346,7.301,18.774,SD0005GOOD_001_v,2022-05-13T21:44:42.614Z,41
CartonID,347,4.172,19.817,SD0001GOOD_001_v,2022-05-13T21:44:42.821Z,41
CartonID,348,8.865499,18.774,SD0010GOOD_001_v,2022-05-13T21:44:43.007Z,41
CartonID,349,3.129,18.774,SD0005GOOD_001_v,2022-05-13T21:44:43.226Z,41
CartonID,350,15.645,19.2955,SD0001GOOD_001_v,2022-05-13T21:44:43.405Z,41
CartonID,351,56.8435,19.817,SD0008GOOD_001_v,2022-05-13T21:44:43.676Z,41
CartonID,352,9.9085,18.774,SD0009GOOD_001_v,2022-05-13T21:44:44.264Z,41
CartonID,353,5.7365,18.774,SD0004GOOD_001_v,2022-05-13T21:44:44.487Z,41
CartonID,354,6.7795,18.2525,SD0008GOOD_001_v,2022-05-13T21:44:44.678Z,41
CartonID,355,9.9085,17.731,SD0001GOOD_001_v,2022-05-13T21:44:44.880Z,41
CartonID,356,5.215,16.1665,SD0004GOOD_001_v,2022-05-13T21:44:45.103Z,41
CartonID,357,3.129,15.1235,SD0005GOOD_001_v,2022-05-13T21:44:45.270Z,41
CartonID,358,13.0375,15.1235,SD0007GOOD_001_v,2022-05-13T21:44:45.411Z,41
CartonID,359,39.1125,18.774,SD0005GOOD_001_v,2022-05-13T21:44:45.635Z,41
CartonID,360,13.559,16.1665,SD0002GOOD_001_v,2022-05-13T21:44:46.076Z,41
CartonID,361,38.591,18.774,SD0008GOOD_001_v,2022-05-13T21:44:46.303Z,41
CartonID,362,26.5965,19.2955,SD0007GOOD_001_v,2022-05-13T21:44:46.741Z,41
CartonID,363,4.172,17.2095,SD0009GOOD_001_v,2022-05-13T21:44:47.098Z,41
CartonID,364,6.7795,19.817,SD0006GOOD_001_v,2022-05-13T21:44:47.264Z,41
CartonID,365,8.344,18.774,SD0006GOOD_001_v,2022-05-13T21:44:47.467Z,41
CartonID,366,4.172,15.645,SD0003GOOD_001_v,2022-05-13T21:44:47.686Z,41
CartonID,367,21.903,14.602,SD0006GOOD_001_v,2022-05-13T21:44:47.840Z,41
CartonID,368,6.258,16.688,SD0003GOOD_001_v,2022-05-13T21:44:48.128Z,41
CartonID,369,8.865499,18.2525,SD0001GOOD_001_v,2022-05-13T21:44:48.302Z,41
CartonID,370,5.215,16.1665,SD0006GOOD_001_v,2022-05-13T21:44:48.521Z,41
CartonID,371,6.258,16.1665,SD0008GOOD_001_v,2022-05-13T21:44:48.687Z,41
CartonID,372,47.4565,18.2525,SD0006GOOD_001_v,2022-05-13T21:44:48.865Z,41
CartonID,373,13.0375,18.774,SD0006GOOD_001_v,2022-05-13T21:44:49.372Z,41
CartonID,374,23.4675,19.2955,SD0006GOOD_001_v,2022-05-13T21:44:49.624Z,41
CartonID,375,31.8115,19.817,SD0010GOOD_001_v,2022-05-13T21:44:49.956Z,41
CartonID,376,7.301,17.731,??????????,2022-05-13T21:44:50.345Z,41
CartonID,377,9.9085,18.774,SD0010GOOD_001_v,2022-05-13T21:44:50.540Z,41
CartonID,378,3.6505,18.774,SD0002GOOD_001_v,2022-05-13T21:44:50.767Z,41
CartonID,379,7.301,18.774,SD0003GOOD_001_v,2022-05-13T21:44:50.941Z,41
CartonID,380,11.473,16.1665,SD0001GOOD_001_v,2022-05-13T21:44:51.148Z,41
CartonID,381,5.7365,15.645,SD0010GOOD_001_v,2022-05-13T21:44:51.363Z,41
CartonID,382,7.301,15.645,SD0003GOOD_001_v,2022-05-13T21:44:51.533Z,41
CartonID,383,2.6075,17.2095,SD0007GOOD_001_v,2022-05-13T21:44:51.715Z,41
CartonID,384,7.8225,15.645,SD0002GOOD_001_v,2022-05-13T21:44:51.874Z,41
CartonID,385,16.1665,18.2525,SD0007GOOD_001_v,2022-05-13T21:44:52.052Z,41
CartonID,386,32.8545,18.774,SD0006GOOD_001_v,2022-05-13T21:44:52.324Z,41
CartonID,387,32.8545,15.645,SD0002GOOD_001_v,2022-05-13T21:44:52.725Z,41
CartonID,388,5.215,18.774,SD0001GOOD_001_v,2022-05-13T21:44:53.098Z,41
CartonID,389,45.892,19.2955,SD0004GOOD_001_v,2022-05-13T21:44:53.284Z,41
CartonID,390,9.9085,18.774,9999999999,2022-05-13T21:44:53.787Z,41
CartonID,391,5.215,19.2955,SD0002GOOD_001_v,2022-05-13T21:44:54.006Z,41
CartonID,392,6.258,17.731,SD0003GOOD_001_v,2022-05-13T21:44:54.192Z,41
CartonID,393,4.6935,15.1235,SD0005GOOD_001_v,2022-05-13T21:44:54.391Z,41
CartonID,394,19.817,19.2955,SD0005GOOD_001_v,2022-05-13T21:44:54.553Z,41
CartonID,395,44.849,15.645,SD0002GOOD_001_v,2022-05-13T21:44:54.857Z,41
CartonID,396,23.4675,16.1665,SD0002GOOD_001_v,2022-05-13T21:44:55.320Z,41
CartonID,397,26.075,16.1665,SD0001GOOD_001_v,2022-05-13T21:44:55.628Z,41
CartonID,398,14.602,18.774,SD0001GOOD_001_v,2022-05-13T21:44:55.948Z,41
CartonID,399,19.2955,15.645,??????????,2022-05-13T21:44:56.211Z,41
CartonID,400,4.6935,14.602,SD0007GOOD_001_v,2022-05-13T21:44:56.475Z,41
CartonID,401,12.516,19.817,SD0004GOOD_001_v,2022-05-13T21:44:56.633Z,41
CartonID,402,19.2955,18.774,SD0010GOOD_001_v,2022-05-13T21:44:56.884Z,41
CartonID,403,9.387,18.2525,SD0006GOOD_001_v,2022-05-13T21:44:57.172Z,41
CartonID,404,10.9515,15.645,SD0003GOOD_001_v,2022-05-13T21:44:57.387Z,41
CartonID,405,5.215,16.1665,SD0003GOOD_001_v,2022-05-13T21:44:57.598Z,41
CartonID,406,4.172,15.645,SD0002GOOD_001_v,2022-05-13T21:44:57.772Z,41
CartonID,407,14.0805,19.2955,SD0007GOOD_001_v,2022-05-13T21:44:57.926Z,41
CartonID,408,11.473,16.688,SD0001GOOD_001_v,2022-05-13T21:44:58.186Z,41
CartonID,409,19.2955,19.817,SD0001GOOD_001_v,2022-05-13T21:44:58.405Z,41
CartonID,410,22.946,19.2955,SD0009GOOD_001_v,2022-05-13T21:44:58.705Z,41
CartonID,411,61.537,19.2955,SD0008GOOD_001_v,2022-05-13T21:44:59.029Z,41
CartonID,412,9.387,18.774,SD0002GOOD_001_v,2022-05-13T21:44:59.645Z,41
CartonID,413,5.215,15.1235,SD0006GOOD_001_v,2022-05-13T21:44:59.864Z,41
CartonID,414,9.387,19.2955,SD0001GOOD_001_v,2022-05-13T21:45:00.026Z,41
CartonID,415,5.215,16.688,SD0009GOOD_001_v,2022-05-13T21:45:00.253Z,41
CartonID,416,10.43,18.774,SD0010GOOD_001_v,2022-05-13T21:45:00.412Z,41
CartonID,417,10.43,15.1235,SD0010GOOD_001_v,2022-05-13T21:45:00.642Z,41
CartonID,418,4.6935,19.2955,SD0005GOOD_001_v,2022-05-13T21:45:00.841Z,41
CartonID,419,5.7365,18.774,SD0004GOOD_001_v,2022-05-13T21:45:01.036Z,41
CartonID,420,4.6935,15.645,SD0008GOOD_001_v,2022-05-13T21:45:01.234Z,41
CartonID,421,26.075,18.774,SD0008GOOD_001_v,2022-05-13T21:45:01.397Z,41
CartonID,422,21.903,19.817,SD0006GOOD_001_v,2022-05-13T21:45:01.745Z,41
CartonID,423,6.258,18.2525,SD0001GOOD_001_v,2022-05-13T21:45:02.062Z,41
CartonID,424,25.032,14.602,SD0002GOOD_001_v,2022-05-13T21:45:02.260Z,41
CartonID,425,5.7365,19.2955,SD0004GOOD_001_v,2022-05-13T21:45:02.564Z,41
CartonID,426,17.731,18.2525,SD0001GOOD_001_v,2022-05-13T21:45:02.763Z,41
CartonID,427,13.559,19.2955,SD0003GOOD_001_v,2022-05-13T21:45:03.047Z,41
CartonID,428,11.473,19.2955,SD0005GOOD_001_v,2022-05-13T21:45:03.306Z,41
CartonID,429,5.215,18.774,SD0009GOOD_001_v,2022-05-13T21:45:03.537Z,41
CartonID,430,10.43,15.1235,SD0005GOOD_001_v,2022-05-13T21:45:03.732Z,41
CartonID,431,6.258,14.602,SD0005GOOD_001_v,2022-05-13T21:45:03.926Z,41
CartonID,432,3.6505,17.2095,SD0001GOOD_001_v,2022-05-13T21:45:04.096Z,41
CartonID,433,10.43,18.774,SD0010GOOD_001_v,2022-05-13T21:45:04.259Z,41
CartonID,434,22.946,18.774,SD0007GOOD_001_v,2022-05-13T21:45:04.486Z,41
CartonID,435,19.817,18.774,SD0010GOOD_001_v,2022-05-13T21:45:04.806Z,41
CartonID,436,15.645,17.2095,SD0005GOOD_001_v,2022-05-13T21:45:05.098Z,41
CartonID,437,21.903,18.774,SD0008GOOD_001_v,2022-05-13T21:45:05.357Z,41
CartonID,438,5.215,16.688,SD0004GOOD_001_v,2022-05-13T21:45:05.674Z,41
CartonID,439,10.9515,19.2955,SD0003GOOD_001_v,2022-05-13T21:45:05.844Z,41
CartonID,440,4.172,14.602,SD0004GOOD_001_v,2022-05-13T21:45:06.075Z,41
CartonID,441,21.903,18.774,SD0006GOOD_001_v,2022-05-13T21:45:06.225Z,41
CartonID,442,11.473,18.774,SD0004GOOD_001_v,2022-05-13T21:45:06.541Z,41
CartonID,443,7.301,19.817,SD0004GOOD_001_v,2022-05-13T21:45:06.780Z,41
CartonID,444,6.258,18.774,SD0001GOOD_001_v,2022-05-13T21:45:06.987Z,41
CartonID,445,6.7795,19.2955,SD0001GOOD_001_v,2022-05-13T21:45:07.190Z,41
CartonID,446,4.6935,15.645,SD0003GOOD_001_v,2022-05-13T21:45:07.396Z,41
CartonID,447,8.865499,15.1235,SD0003GOOD_001_v,2022-05-13T21:45:07.559Z,41
CartonID,448,10.43,18.774,SD0004GOOD_001_v,2022-05-13T21:45:07.749Z,41
CartonID,449,16.688,19.2955,SD0003GOOD_001_v,2022-05-13T21:45:07.976Z,41
CartonID,450,12.516,18.774,SD0005GOOD_001_v,2022-05-13T21:45:08.252Z,41
CartonID,451,16.688,19.2955,SD0002GOOD_001_v,2022-05-13T21:45:08.499Z,41
CartonID,452,21.903,18.774,SD0006GOOD_001_v,2022-05-13T21:45:08.771Z,41
CartonID,453,7.301,18.2525,SD0006GOOD_001_v,2022-05-13T21:45:09.087Z,41
CartonID,454,8.344,17.731,SD0004GOOD_001_v,2022-05-13T21:45:09.290Z,41
CartonID,455,4.6935,19.2955,SD0008GOOD_001_v,2022-05-13T21:45:09.493Z,41
CartonID,456,14.602,18.774,SD0010GOOD_001_v,2022-05-13T21:45:09.683Z,41
CartonID,457,8.865499,19.817,SD0009GOOD_001_v,2022-05-13T21:45:09.942Z,41
CartonID,458,7.301,18.2525,SD0005GOOD_001_v,2022-05-13T21:45:10.165Z,41
CartonID,459,7.301,19.2955,SD0003GOOD_001_v,2022-05-13T21:45:10.368Z,41
CartonID,460,21.3815,14.602,SD0005GOOD_001_v,2022-05-13T21:45:10.575Z,41
CartonID,461,21.903,18.774,SD0003GOOD_001_v,2022-05-13T21:45:10.855Z,41
CartonID,462,22.946,19.2955,SD0005GOOD_001_v,2022-05-13T21:45:11.175Z,41
CartonID,463,17.2095,18.774,SD0004GOOD_001_v,2022-05-13T21:45:11.499Z,41
CartonID,464,17.731,15.645,SD0002GOOD_001_v,2022-05-13T21:45:11.783Z,41
CartonID,465,18.774,15.645,SD0004GOOD_001_v,2022-05-13T21:45:12.042Z,41
CartonID,466,11.9945,18.774,??????????,2022-05-13T21:45:12.298Z,41
CartonID,467,7.8225,15.1235,SD0005GOOD_001_v,2022-05-13T21:45:12.537Z,41
CartonID,468,7.8225,14.0805,SD0010GOOD_001_v,2022-05-13T21:45:12.720Z,41
CartonID,469,15.1235,18.774,SD0003GOOD_001_v,2022-05-13T21:45:12.902Z,41
CartonID,470,21.3815,18.774,SD0005GOOD_001_v,2022-05-13T21:45:13.165Z,41
CartonID,471,17.2095,18.2525,SD0001GOOD_001_v,2022-05-13T21:45:13.473Z,41
CartonID,472,5.7365,15.1235,SD0003GOOD_001_v,2022-05-13T21:45:13.753Z,41
CartonID,473,8.344,15.1235,SD0008GOOD_001_v,2022-05-13T21:45:13.923Z,41
CartonID,474,27.6395,18.774,SD0010GOOD_001_v,2022-05-13T21:45:14.106Z,41
CartonID,475,21.903,18.774,SD0007GOOD_001_v,2022-05-13T21:45:14.459Z,41
CartonID,476,3.6505,15.1235,SD0007GOOD_001_v,2022-05-13T21:45:14.771Z,41
CartonID,477,49.5425,19.2955,SD0004GOOD_001_v,2022-05-13T21:45:14.925Z,41
CartonID,478,43.806,18.774,SD0009GOOD_001_v,2022-05-13T21:45:15.444Z,41
CartonID,479,14.0805,18.774,SD0002GOOD_001_v,2022-05-13T21:45:15.926Z,41
CartonID,480,65.1875,19.817,SD0004GOOD_001_v,2022-05-13T21:45:16.190Z,41
CartonID,481,4.6935,18.2525,SD0006GOOD_001_v,2022-05-13T21:45:16.867Z,41
CartonID,482,4.6935,15.1235,SD0006GOOD_001_v,2022-05-13T21:45:17.057Z,41
CartonID,483,47.4565,16.688,SD0002GOOD_001_v,2022-05-13T21:45:17.219Z,41
CartonID,484,38.591,18.774,SD0002GOOD_001_v,2022-05-13T21:45:17.706Z,41
CartonID,485,5.7365,18.2525,SD0009GOOD_001_v,2022-05-13T21:45:18.148Z,41
CartonID,486,4.6935,10.9515,SD0001GOOD_001_v,2022-05-13T21:45:18.338Z,41
CartonID,487,65.1875,19.817,SD0009GOOD_001_v,2022-05-13T21:45:18.468Z,41
CartonID,488,9.387,19.2955,SD0004GOOD_001_v,2022-05-13T21:45:19.173Z,41
CartonID,489,20.3385,15.645,SD0002GOOD_001_v,2022-05-13T21:45:19.401Z,41
CartonID,490,27.118,19.2955,SD0001GOOD_001_v,2022-05-13T21:45:19.680Z,41
CartonID,491,40.1555,15.1235,SD0004GOOD_001_v,2022-05-13T21:45:20.033Z,41
CartonID,492,32.8545,15.1235,SD0006GOOD_001_v,2022-05-13T21:45:20.459Z,41
CartonID,493,19.2955,16.1665,SD0004GOOD_001_v,2022-05-13T21:45:20.828Z,41
CartonID,494,53.193,18.2525,SD0007GOOD_001_v,2022-05-13T21:45:21.095Z,41
CartonID,495,65.1875,15.1235,SD0004GOOD_001_v,2022-05-13T21:45:21.646Z,41
CartonID,496,65.1875,18.2525,SD0004GOOD_001_v,2022-05-13T21:45:22.405Z,41
CartonID,497,65.709,19.817,SD0010GOOD_001_v,2022-05-13T21:45:23.203Z,41
CartonID,498,35.9835,16.1665,SD0007GOOD_001_v,2022-05-13T21:45:24.018Z,41
CartonID,499,33.376,16.1665,SD0006GOOD_001_v,2022-05-13T21:45:24.423Z,41
CartonID,500,47.978,19.2955,SD0005GOOD_001_v,2022-05-13T21:45:24.792Z,41
CartonID,501,30.7685,18.774,SD0002GOOD_001_v,2022-05-13T21:45:25.307Z,41
CartonID,502,65.1875,18.2525,SD0002GOOD_001_v,2022-05-13T21:45:25.688Z,41
CartonID,503,65.709,15.1235,SD0007GOOD_001_v,2022-05-13T21:45:26.552Z,41
CartonID,504,16.688,15.1235,SD0003GOOD_001_v,2022-05-13T21:45:27.594Z,41
CartonID,505,28.6825,15.645,SD0001GOOD_001_v,2022-05-13T21:45:27.849Z,41
CartonID,506,31.8115,18.774,SD0002GOOD_001_v,2022-05-13T21:45:28.190Z,41
CartonID,507,31.8115,18.774,SD0004GOOD_001_v,2022-05-13T21:45:28.575Z,41
CartonID,508,23.989,19.2955,SD0002GOOD_001_v,2022-05-13T21:45:28.964Z,41
CartonID,509,36.505,18.774,SD0006GOOD_001_v,2022-05-13T21:45:29.296Z,41
CartonID,510,22.4245,18.774,SD0006GOOD_001_v,2022-05-13T21:45:29.718Z,41
CartonID,511,23.4675,18.774,SD0010GOOD_001_v,2022-05-13T21:45:30.034Z,41
CartonID,512,61.537,18.2525,SD0003GOOD_001_v,2022-05-13T21:45:30.363Z,41
CartonID,513,35.9835,19.2955,SD0005GOOD_001_v,2022-05-13T21:45:30.971Z,41
CartonID,514,44.849,19.817,SD0001GOOD_001_v,2022-05-13T21:45:31.392Z,41
CartonID,515,65.1875,19.2955,SD0009GOOD_001_v,2022-05-13T21:45:31.883Z,41
CartonID,516,65.709,18.2525,SD0004GOOD_001_v,2022-05-13T21:45:33.079Z,41
CartonID,517,65.709,18.774,SD0003GOOD_001_v,2022-05-13T21:45:33.841Z,41
CartonID,518,65.1875,18.774,SD0008GOOD_001_v,2022-05-13T21:45:35.730Z,41
CartonID,519,59.9725,18.774,SD0003GOOD_001_v,2022-05-13T21:45:37.157Z,41
CartonID,520,65.1875,15.645,SD0010GOOD_001_v,2022-05-13T21:45:37.761Z,0
CartonID,521,65.1875,18.774,SD0001GOOD_001_v,2022-05-13T21:45:39.403Z,0
CartonID,522,0,19.2955,SD0002GOOD_001_v,2022-05-13T21:45:41.276Z,0
