Number (ID),Start Timestamp,End Timestamp,Duration,Class,Location,Description,Tag
42846030,2022-06-23 23:35:45.0,2022-06-23 23:36:16.0,00:00:31,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42846028,2022-06-23 23:35:45.0,2022-06-23 23:37:16.0,00:01:31,Error,PRS3-3.PE1,Jammed,[MCP07]PRS03_03_PE1.Ctrl.Out_FaultPE
42845979,2022-06-23 23:35:28.0,2022-06-24 00:15:32.0,00:40:04,Error,ULGL1-3.PE1,Jammed,[MCP02]ULGL01_03_PE1.Ctrl.Out_FaultPE
42845958,2022-06-23 23:35:17.0,2022-06-23 23:35:27.0,00:00:10,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845953,2022-06-23 23:35:10.0,2022-06-23 23:35:25.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845951,2022-06-23 23:35:10.0,2022-06-23 23:35:25.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845882,2022-06-23 23:34:55.0,2022-06-23 23:34:59.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845863,2022-06-23 23:34:40.0,2022-06-23 23:34:55.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845845,2022-06-23 23:34:36.0,2022-06-23 23:34:40.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845775,2022-06-23 23:34:13.0,2022-06-23 23:34:21.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845671,2022-06-23 23:33:16.0,2022-06-23 23:33:29.0,00:00:13,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845632,2022-06-23 23:32:53.0,2022-06-23 23:32:56.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845620,2022-06-23 23:32:42.0,2022-06-23 23:32:47.0,00:00:05,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845567,2022-06-23 23:32:21.0,2022-06-23 23:32:22.0,00:00:01,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42845565,2022-06-23 23:32:21.0,2022-06-23 23:35:42.0,00:03:21,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42845555,2022-06-23 23:32:19.0,2022-06-23 23:32:21.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845548,2022-06-23 23:32:11.0,2022-06-23 23:32:21.0,00:00:10,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42845543,2022-06-23 23:32:08.0,2022-06-23 23:34:13.0,00:02:05,Error,FL8-3CH.Full_PE,Jammed,[MCP08]FL08_03CH.Full_PE.Ctrl.Out_FaultPE
42845521,2022-06-23 23:32:02.0,2022-06-23 23:34:13.0,00:02:11,Error,FL8-3CH.Jam_PE,Jammed,[MCP08]FL08_03CH.Jam_PE.Ctrl.Out_FaultPE
42845519,2022-06-23 23:32:02.0,2022-06-23 23:32:10.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845457,2022-06-23 23:31:32.0,2022-06-23 23:31:35.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845451,2022-06-23 23:31:30.0,2022-06-23 23:31:31.0,00:00:01,Error,BYP1-3,Anti-Gridlock Prevention Mode,[MCP05]BYP01_03.Color.Output.5
42845438,2022-06-23 23:31:23.0,2022-06-23 23:31:29.0,00:00:06,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42845366,2022-06-23 23:30:51.0,2022-06-23 23:31:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845364,2022-06-23 23:30:51.0,2022-06-23 23:31:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845285,2022-06-23 23:30:29.0,2022-06-23 23:30:30.0,00:00:01,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845234,2022-06-23 23:30:21.0,2022-06-23 23:30:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845232,2022-06-23 23:30:21.0,2022-06-23 23:30:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845211,2022-06-23 23:30:09.0,2022-06-23 23:30:24.0,00:00:15,Error,UL9-2,Anti-Gridlock Prevention Mode,[MCP01]UL09_02.Color.Output.5
42845206,2022-06-23 23:30:09.0,2022-06-23 23:30:24.0,00:00:15,Error,UL6-2,Anti-Gridlock Prevention Mode,[MCP07]UL06_02.Color.Output.5
42845204,2022-06-23 23:30:09.0,2022-06-23 23:30:24.0,00:00:15,Error,UL6-1,Anti-Gridlock Prevention Mode,[MCP07]UL06_01.Color.Output.5
42845207,2022-06-23 23:30:08.0,2022-06-23 23:30:24.0,00:00:16,Error,UL9-1,Anti-Gridlock Prevention Mode,[MCP01]UL09_01.Color.Output.5
42845182,2022-06-23 23:29:51.0,2022-06-23 23:30:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845180,2022-06-23 23:29:51.0,2022-06-23 23:30:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845163,2022-06-23 23:29:39.0,2022-06-23 23:29:43.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845126,2022-06-23 23:29:21.0,2022-06-23 23:29:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845124,2022-06-23 23:29:21.0,2022-06-23 23:29:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42845122,2022-06-23 23:29:20.0,2022-06-23 23:29:25.0,00:00:05,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42845062,2022-06-23 23:28:57.0,2022-06-23 23:31:37.0,00:02:40,Error,PRS3-3.PE1,Jammed,[MCP07]PRS03_03_PE1.Ctrl.Out_FaultPE
42845026,2022-06-23 23:28:36.0,2022-06-23 23:28:51.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42845002,2022-06-23 23:28:25.0,2022-06-23 23:28:32.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844947,2022-06-23 23:28:06.0,2022-06-23 23:28:13.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844927,2022-06-23 23:27:59.0,2022-06-23 23:28:00.0,00:00:01,Error,PS1-9,Anti-Gridlock Prevention Mode,[MCP05]PS01_09.Color.Output.5
42844922,2022-06-23 23:27:59.0,2022-06-23 23:28:29.0,00:00:30,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42844920,2022-06-23 23:27:59.0,2022-06-23 23:31:20.0,00:03:21,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42844918,2022-06-23 23:27:59.0,2022-06-23 23:28:01.0,00:00:02,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42844900,2022-06-23 23:27:51.0,2022-06-23 23:28:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844898,2022-06-23 23:27:51.0,2022-06-23 23:27:54.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844886,2022-06-23 23:27:42.0,2022-06-23 23:27:45.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844837,2022-06-23 23:27:28.0,2022-06-23 23:27:36.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844821,2022-06-23 23:27:21.0,2022-06-23 23:27:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844819,2022-06-23 23:27:21.0,2022-06-23 23:27:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844811,2022-06-23 23:27:19.0,2022-06-23 23:27:59.0,00:00:40,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42844799,2022-06-23 23:27:14.0,2022-06-23 23:27:17.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844776,2022-06-23 23:27:00.0,2022-06-23 23:27:02.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844741,2022-06-23 23:26:51.0,2022-06-23 23:27:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844739,2022-06-23 23:26:51.0,2022-06-23 23:27:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844675,2022-06-23 23:26:21.0,2022-06-23 23:26:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844673,2022-06-23 23:26:21.0,2022-06-23 23:26:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844634,2022-06-23 23:26:07.0,2022-06-23 23:26:31.0,00:00:24,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844615,2022-06-23 23:25:56.0,2022-06-23 23:25:57.0,00:00:01,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42844603,2022-06-23 23:25:56.0,2022-06-23 23:25:57.0,00:00:01,Error,PS1-9,Anti-Gridlock Prevention Mode,[MCP05]PS01_09.Color.Output.5
42844598,2022-06-23 23:25:56.0,2022-06-23 23:26:30.0,00:00:34,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42844596,2022-06-23 23:25:56.0,2022-06-23 23:26:45.0,00:00:49,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42844555,2022-06-23 23:25:47.0,2022-06-23 23:25:56.0,00:00:09,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42844532,2022-06-23 23:25:36.0,2022-06-23 23:25:51.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844480,2022-06-23 23:25:16.0,2022-06-23 23:25:57.0,00:00:41,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844447,2022-06-23 23:24:58.0,2022-06-23 23:25:44.0,00:00:46,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42844445,2022-06-23 23:24:58.0,2022-06-23 23:25:44.0,00:00:46,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42844440,2022-06-23 23:24:57.0,2022-06-23 23:24:58.0,00:00:01,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42844437,2022-06-23 23:24:57.0,2022-06-23 23:38:35.0,00:13:38,Error,AS3-1CH.Jam_PE,Jammed,[MCP05]AS03_01CH.Jam_PE.Ctrl.Out_FaultPE
42844431,2022-06-23 23:24:53.0,2022-06-23 23:25:05.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844429,2022-06-23 23:24:51.0,2022-06-23 23:25:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844340,2022-06-23 23:24:29.0,2022-06-23 23:24:41.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844307,2022-06-23 23:24:23.0,2022-06-23 23:24:25.0,00:00:02,Error,UL3-1,Anti-Gridlock Prevention Mode,[MCP07]UL03_01.Color.Output.5
42844305,2022-06-23 23:24:23.0,2022-06-23 23:24:25.0,00:00:02,Error,UL11-2,Anti-Gridlock Prevention Mode,[MCP01]UL11_02.Color.Output.5
42844302,2022-06-23 23:24:23.0,2022-06-23 23:24:24.0,00:00:01,Error,UL4-1,Anti-Gridlock Prevention Mode,[MCP07]UL04_01.Color.Output.5
42844300,2022-06-23 23:24:23.0,2022-06-23 23:24:26.0,00:00:03,Error,UL11-1,Anti-Gridlock Prevention Mode,[MCP01]UL11_01.Color.Output.5
42844313,2022-06-23 23:24:22.0,2022-06-23 23:24:24.0,00:00:02,Error,UL3-2,Anti-Gridlock Prevention Mode,[MCP07]UL03_02.Color.Output.5
42844311,2022-06-23 23:24:22.0,2022-06-23 23:24:25.0,00:00:03,Error,UL8-2,Anti-Gridlock Prevention Mode,[MCP01]UL08_02.Color.Output.5
42844309,2022-06-23 23:24:22.0,2022-06-23 23:24:37.0,00:00:15,Error,UL9-1,Anti-Gridlock Prevention Mode,[MCP01]UL09_01.Color.Output.5
42844297,2022-06-23 23:24:22.0,2022-06-23 23:24:26.0,00:00:04,Error,UL2-1,Anti-Gridlock Prevention Mode,[MCP07]UL02_01.Color.Output.5
42844295,2022-06-23 23:24:22.0,2022-06-23 23:24:25.0,00:00:03,Error,UL5-1,Anti-Gridlock Prevention Mode,[MCP07]UL05_01.Color.Output.5
42844293,2022-06-23 23:24:22.0,2022-06-23 23:24:23.0,00:00:01,Error,PS5-3,Anti-Gridlock Prevention Mode,[MCP07]PS05_03.Color.Output.5
42844291,2022-06-23 23:24:22.0,2022-06-23 23:24:24.0,00:00:02,Error,PS1-1,Anti-Gridlock Prevention Mode,[MCP01]PS01_01.Color.Output.5
42844289,2022-06-23 23:24:22.0,2022-06-23 23:24:25.0,00:00:03,Error,UL8-1,Anti-Gridlock Prevention Mode,[MCP01]UL08_01.Color.Output.5
42844287,2022-06-23 23:24:22.0,2022-06-23 23:24:24.0,00:00:02,Error,UL4-2,Anti-Gridlock Prevention Mode,[MCP07]UL04_02.Color.Output.5
42844285,2022-06-23 23:24:22.0,2022-06-23 23:24:26.0,00:00:04,Error,UL2-2,Anti-Gridlock Prevention Mode,[MCP07]UL02_02.Color.Output.5
42844283,2022-06-23 23:24:22.0,2022-06-23 23:24:37.0,00:00:15,Error,UL9-2,Anti-Gridlock Prevention Mode,[MCP01]UL09_02.Color.Output.5
42844281,2022-06-23 23:24:22.0,2022-06-23 23:24:24.0,00:00:02,Error,PS5-1,Anti-Gridlock Prevention Mode,[MCP07]PS05_01.Color.Output.5
42844279,2022-06-23 23:24:22.0,2022-06-23 23:24:25.0,00:00:03,Error,UL5-2,Anti-Gridlock Prevention Mode,[MCP07]UL05_02.Color.Output.5
42844277,2022-06-23 23:24:21.0,2022-06-23 23:24:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844275,2022-06-23 23:24:21.0,2022-06-23 23:24:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844218,2022-06-23 23:24:01.0,2022-06-23 23:24:04.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844192,2022-06-23 23:23:51.0,2022-06-23 23:24:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844190,2022-06-23 23:23:51.0,2022-06-23 23:24:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844135,2022-06-23 23:23:38.0,2022-06-23 23:23:49.0,00:00:11,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844101,2022-06-23 23:23:23.0,2022-06-23 23:23:27.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42844092,2022-06-23 23:23:21.0,2022-06-23 23:23:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42844090,2022-06-23 23:23:21.0,2022-06-23 23:23:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42844001,2022-06-23 23:22:59.0,2022-06-23 23:24:57.0,00:01:58,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42843999,2022-06-23 23:22:59.0,2022-06-23 23:23:06.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843966,2022-06-23 23:22:51.0,2022-06-23 23:23:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843964,2022-06-23 23:22:51.0,2022-06-23 23:23:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843946,2022-06-23 23:22:40.0,2022-06-23 23:22:44.0,00:00:04,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843906,2022-06-23 23:22:21.0,2022-06-23 23:22:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843904,2022-06-23 23:22:21.0,2022-06-23 23:22:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843831,2022-06-23 23:22:05.0,2022-06-23 23:22:06.0,00:00:01,Error,PS1-9,Anti-Gridlock Prevention Mode,[MCP05]PS01_09.Color.Output.5
42843829,2022-06-23 23:22:05.0,2022-06-23 23:22:08.0,00:00:03,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42843824,2022-06-23 23:22:05.0,2022-06-23 23:22:57.0,00:00:52,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42843821,2022-06-23 23:22:05.0,2022-06-23 23:22:57.0,00:00:52,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42843812,2022-06-23 23:21:53.0,2022-06-23 23:22:10.0,00:00:17,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843810,2022-06-23 23:21:51.0,2022-06-23 23:22:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843808,2022-06-23 23:21:51.0,2022-06-23 23:22:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843795,2022-06-23 23:21:45.0,2022-06-23 23:39:52.0,00:18:07,Error,UL1-1.EPC1,Actuated,[MCP07]UL01_01_EPC1_STN.Ctrl.Out_EStop
42843771,2022-06-23 23:21:27.0,2022-06-23 23:22:05.0,00:00:38,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42843743,2022-06-23 23:21:21.0,2022-06-23 23:21:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843741,2022-06-23 23:21:21.0,2022-06-23 23:21:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843723,2022-06-23 23:21:16.0,2022-06-23 23:21:28.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843719,2022-06-23 23:21:10.0,2022-06-23 23:21:11.0,00:00:01,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42843700,2022-06-23 23:21:01.0,2022-06-23 23:21:09.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843679,2022-06-23 23:20:51.0,2022-06-23 23:21:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843677,2022-06-23 23:20:51.0,2022-06-23 23:21:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843645,2022-06-23 23:20:34.0,2022-06-23 23:20:46.0,00:00:12,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843633,2022-06-23 23:20:25.0,2022-06-23 23:20:27.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843618,2022-06-23 23:20:21.0,2022-06-23 23:20:36.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843616,2022-06-23 23:20:21.0,2022-06-23 23:20:36.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843608,2022-06-23 23:20:20.0,2022-06-23 23:21:10.0,00:00:50,Error,FMS-DIV.PS1-11.TO.PS2,Air Pressure Fault,[MCP06]FMS_DIV_PS01_11_TO_PS02
42843579,2022-06-23 23:20:15.0,2022-06-23 23:20:18.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843539,2022-06-23 23:20:00.0,2022-06-23 23:20:08.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843530,2022-06-23 23:19:51.0,2022-06-23 23:20:06.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843528,2022-06-23 23:19:51.0,2022-06-23 23:20:06.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843522,2022-06-23 23:19:47.0,2022-06-23 23:19:48.0,00:00:01,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843482,2022-06-23 23:19:27.0,2022-06-23 23:19:35.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843434,2022-06-23 23:19:06.0,2022-06-23 23:19:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843432,2022-06-23 23:19:06.0,2022-06-23 23:19:36.0,00:00:30,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843427,2022-06-23 23:19:04.0,2022-06-23 23:19:07.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843388,2022-06-23 23:18:46.0,2022-06-23 23:18:49.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843363,2022-06-23 23:18:36.0,2022-06-23 23:18:51.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843361,2022-06-23 23:18:36.0,2022-06-23 23:18:51.0,00:00:15,Error,UL13-2,Anti-Gridlock Prevention Mode,[MCP01]UL13_02.Color.Output.5
42843352,2022-06-23 23:18:31.0,2022-06-23 23:18:34.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843316,2022-06-23 23:18:23.0,2022-06-23 23:18:29.0,00:00:06,Error,PS1-13,Anti-Gridlock Prevention Mode,[MCP05]PS01_13.Color.Output.5
42843312,2022-06-23 23:18:23.0,2022-06-23 23:18:25.0,00:00:02,Error,RE3-10,Anti-Gridlock Prevention Mode,[MCP05]RE03_10.Color.Output.5
42843310,2022-06-23 23:18:23.0,2022-06-23 23:20:17.0,00:01:54,Error,PS3 Loop,No Demand,[MCP05]FMS_PS03_Loop_Curr_PPM_Demand
42843274,2022-06-23 23:18:06.0,2022-06-23 23:18:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843250,2022-06-23 23:17:58.0,2022-06-23 23:18:01.0,00:00:03,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843209,2022-06-23 23:17:36.0,2022-06-23 23:17:51.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843186,2022-06-23 23:17:15.0,2022-06-23 23:17:23.0,00:00:08,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843176,2022-06-23 23:17:06.0,2022-06-23 23:17:21.0,00:00:15,Error,UL14-2,Anti-Gridlock Prevention Mode,[MCP01]UL14_02.Color.Output.5
42843161,2022-06-23 23:16:58.0,2022-06-23 23:17:05.0,00:00:07,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843048,2022-06-23 23:16:02.0,2022-06-23 23:16:23.0,00:00:21,Error,RS2-102.TPE1,Jammed,[MCP06]RS02_102_TPE1.Ctrl.Out_FaultPE
42843045,2022-06-23 23:16:01.0,2022-06-23 23:16:02.0,00:00:01,Error,BYP1-3,Anti-Gridlock Prevention Mode,[MCP05]BYP01_03.Color.Output.5
42843042,2022-06-23 23:16:01.0,2022-06-23 23:16:07.0,00:00:06,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
42843012,2022-06-23 23:15:47.0,2022-06-23 23:15:49.0,00:00:02,Error,SO1-CH29.Half_PE,Jammed,[MCP20]SO01_CH29.Half_PE.Ctrl.Out_FaultPE
